"Cryptogram","Label"
"TCPU KPCHXYR H LCJOUDR THR KU XULJPOKUX HL HE UJCECTOJ LCJOHY CP OEXALDPOHY OEBPHLDPAJDAPU THXU AZ CB H VHPOUX JCYYUJDOCE CB OEXOVOXAHYL CP LAKFPCAZL TUTKUPL CB H LCJOUDR THR KU BPCT XOBBUPUED UDSEOJ",0
"HE HALDPHYOHE YOFSD SCPLU UEJHTZTUED CE TCAED CYOVUD HEX TCAED LJCZAL EUHP NUPALHYUT  HALDPHYOHE YOFSD SCPLU IUPU TCAEDUX DPCCZL IODS JSHPHJDUPOLDOJL CB KCDS JHVHYPR HEX TCAEDUX OEBHEDPR ISC LUPVUX XA",0
"M ECTOEHDUX KR SHIMURU IHL DSU JCXUEHTU FOVUE KR DSU THESHDDHE ZPCNUJD DC DSU ZPCFPHT DC ZPCXAJU UEPOJSUX APHEOAT BCP HDCTOJ KCTKL ALOEF DSU FHLUCAL XOBBALOCE TUDSCX CPOFOEHYYR DSU JCXUEHTU BCP DSU ZP",0
"H ICTUEL CEU XHR OEDUPEHDOCEHY ICXO OL HE OEDUPEHDOCEHY JPOJMUD THDJS KUDIUUE DIC DUHTL UHJS SHVOEF ICXO LDHDAL HL XUDUPTOEUX KR DSU OEDUPEHDOCEHY JPOJMUD JCAEJOY OJJ OE H ICXO THDJS DSU DIC DUHTL ZYH",0
"YUOJULDUPLSOPU OL H JCAEDR OE DSU UHLD TOXYHEXL CB UEFYHEX IODS HE HPUH CB  LWAHPU TOYUL  MT HEX H ZCZAYHDOCE HJJCPXOEF DC DSU  JUELAL CB  OE UEFYHEX LODUL CB LZUJOHY LJOUEDOBOJ OEDUPULD LLLOL HPU XUL",0
"FUCPFU SHPPOLCE  IHL HE UEFYOLS TALOJOHE ISC PUJCPXUX THER LCEFL XAPOEF SOL JHPUUP ECTOEHDUX KR KUHDYULYUXDV XAPOEF SOL YOBUDOTU SU PUYUHLUX UYUVUE LDAXOC HYKATL DIC JCTZOYHDOCE HYKATL DIC YOVU HYKATL",0
"DCT TOQ  IHL HE HTUPOJHE TCDOCE ZOJDAPU HJDCP XOPUJDCP HEX IPODUP ISCLU JHPUUP LZHEEUX BPCT  DC  XAPOEF DSOL DOTU SU HZZUHPUX OE  BOYTL ECTOEHDUX KR NOTMEAD HEX ULDHKYOLSUX SOTLUYB HL DSU LJPUUEL TCLD",0
"JHPXOEHYL HPU LUEOCP UJJYULOHLDOJHY YUHXUPL CB DSU JHDSCYOJ JSAPJS ALAHYYR CPXHOEUX KOLSCZL HEX FUEUPHYYR SCYXOEF OTZCPDHED PCYUL IODSOE DSU JSAPJS LAJS HL FCVUPEOEF ZPCTOEUED HPJSXOCJULUL CP THEHFOEF",0
"NULLOJH JSHLDHOE KCPE THPJS   OL HE HTUPOJHE HJDPULL HEX BOYT ZPCXAJUP LSU SHL UHPEUX JPODOJHY ZPHOLU BCP SUP ZCPDPHRHYL CB LDPCEFIOYYUX ICTUE OE BOYTL IODS BUTOEOLD DSUTUL KCPE HEX PHOLUX OE LHJPHTUE",0
"JSHLDHOE LDAXOUX HJDOEF HD NAOYYOHPX LSU THXU SUP BOYT XUKAD OE DSU XPHTH NCYUEU  HEX FHOEUX IOXU PUJCFEODOCE OE  BCP LDHPPOEF PCYUL OE SHYB H XCGUE BOYTL OEJYAXOEF DSU SUYZ ISOJS UHPEUX SUP H ECTOEHD",0
"H YODSCFPHZS KR LOXEUR SHYY ZAKYOLSUX OE APHEOHL TOPPCP XUZOJDOEF DSU JCELDUYYHDOCE LJCPZOAL CEU CB DSU  JCELDUYYHDOCEL OXUEDOBOUX KR DSU FPUUM HLDPCECTUP ZDCYUTR OE DSU LUJCEX JUEDAPR LJCPZOAL YOUL K",0
"KUJHALU CB THPODHY ZPCKYUTL KCEEUD DAPEUX DC ZOPHJR OE DSU LATTUP CB  SU KCAFSD H LHOYOEF VULLUY EHTUX OD PUVUEFU HEX DPHVUYUX IODS SOL ZHOX JPUI HYCEF DSU HTUPOJHE UHLDUPE LUHKCHPX JHZDAPOEF CDSUP VU",0
"CPDSUDPAT KCPEUUELU OL H BPULSIHDUP XPHFCEBYR LZUJOUL EHDOVU DC LHPHIHM PUFOCE OE THYHRLOH OD OL CEYR MECIE BPCT  DRZU LZUJOUL JCYYUJDUX CE TCAED XAYOD XAU DC THLLOVU XUBCPULDHDOCE DSU CEYR OEBCPTHDOC",0
"OKPHSOT DAEFFAY IAYAEF  IHL HE OEXOFUECAL UVHEFUYOLD ICPMOEF OE UHLD NHVH JUEDPHY NHVH IULD NHVH HEX KHEDUE OEXCEULOH SU KUFHE DC UVHEFUYOGU DSU NHVHEULU ZUCZYU OE DSU UHPYR DS JUEDAPR OE DSHD DOTU JS",0
"DSU IOEFLZHE OL HKCAD  TT DSU BCPUIOEF SHL H VUPR YHPFU KYHJMOLS DPOHEFAYHP ZHDJS UQDUEXOEF BPCT DSU HEDUTUXOHY ZCOED CE DSU JCLDH DC DSU HZUQ HEX DC DSU DCPEAL CEYR DSU LAKDUPTOEHY HEX DUPTOEHY HPU Y",0
"FPHJUECDU OEJ ZPCVOXUL TALOJ VOXUC HEX LZCPDL TUDHXHDH HEX HADCTHDOJ JCEDUED PUJCFEODOCE HJP DUJSECYCFOUL DC UEDUPDHOETUED LUPVOJUL HEX JCTZHEOUL ICPYXIOXU FPHJUECDUL TALOJ PUJCFEODOCE DUJSECYCFOUL JC",0
"DSU FPHJUECDU XHDHKHLU OEJYAXUL TALOJ FUEPU HEX TCCX OEBCPTHDOCE DV LSCI XULJPOZDOCEL UZOLCXU OEBCPTHDOCE HEX JSHEEUY YOEUAZL TCVOU JHLD HEX JPUI OEBCPTHDOCE HEX LZCPDL LDHDOLDOJL HEX PULAYDL JCTZHEO",0
"BCPTUPYR JXXK JCTZHJD XOLJ XHDH KHLU FPHJUECDU THOEDHOEL HEX YOJUELUL HE OEDUPEUDHJJULLOKYU XHDHKHLU JCEDHOEOEF OEBCPTHDOCE HKCAD DSU JCEDUEDL CB HAXOC JCTZHJD XOLJL HEX VOERY PUJCPXL OD ZPCVOXUL LCBD",0
"FPHJUECDU KUFHE OE  HL HE CZUELCAPJU ZPCNUJD OEVCYVOEF H JX ZYHRUP ZPCFPHT EHTUX QTJX HEX HE HLLCJOHDUX XHDHKHLU EHTUX JXXK QTJX HEX JXXK IUPU JPUHDUX KR DO MHE HEX LDUVU LJSUPB KUJHALU JXL XC ECD JCE",0
"DSU BPUOFSD SCZZUPL SHVU KUUE ZPULUEDOEF CYX DOTU LDPOEF KHEX TALOJ BCP TCPU DSHE  RUHPL DSU KHEX LDHPDUX ZPULUEDOEF DSUOP UEUPFUDOJ DHMU CE BOXXYU KHEX TALOJ  DOTUL H XHR  XHRL H IUUM HD DSU FPUHD LT",0
"DSU SUHPD CB DSU KHEX OL DSU XPOVOEF TCAEDHOE BOXXYOEF CB XHVOX KHLL JCTZYUTUEDUX KR DSU JYHISHTTUP KHENC HEX VCJHYL CB BPHEM YUU IODS DSU PSRDST LUJDOCE CB LDPOEF KHLL HEX HYYOU KAPKPOEM CE FAODHP H",0
"DSUHDPU DCZOJL OL H ZUUPPUVOUIUX HJHXUTOJ NCAPEHY ULDHKYOLSUX OE  OD OL HE CBBOJOHY ZAKYOJHDOCE CB DSU HLLCJOHDOCE BCP DSUHDPU OE SOFSUP UXAJHDOCE DSU NCAPEHY JCVUPL DSUHDUP HPDL IODS H BCJAL CE ZUPBC",0
"XOBBUPUED JRJYCDOXUL SHVU ZPCDUOE LUWAUEJUL ISOJS UEFUEXUP XOBBUPUED KOCZSRLOJHY HEX BAEJDOCEHY ZPCZUPDOUL DC KU UQZPULLUX OE XOBBUPUED CPFHEL BCP UQHTZYU JRJYCDOXUL BPCT HUPOHY CPFHEL ZCLLULL DOFSDUP",0
"JPHOFSHYY IHL ULDHKYOLSUX OE  KR DSU LJCD IOYYOHT PHDDPHR DSU CIEUP CB H YHPFU BHPT MYOZBCEDUOE ISOJS HD DSU DOTU IHL HE SCAPL NCAPEUR KR SCPLUJHPPOHFU DC DSU ECPDS CB DSU KALDYOEF TOEOEF DCIE CB NCSH",0
"DSU THOE EHDAPHY BUHDAPU CB JPHOFSHYY OL DSU JHLJHXOEF PCJMR IHDUPBHYY CE DSU KPHHTBCEDUOE LZPAOD HD DSU ECPDSIULD JCPEUP CB DSU LAKAPK OD BYCIL RUHPPCAEX KAD KUJCTUL H ZHPDOJAYHPYR XPHTHDOJ LZUJDHJYU",0
"DPCZOJHY LDCPT PHJSUY IHL DSU CEYR DPCZOJHY JRJYCEU DC THMU YHEXBHYY XAPOEF DSU  ZHJOBOJ SAPPOJHEU LUHLCE DSU DIUEDRBCAPDS DPCZOJHY XUZPULLOCE HEX UOFSDUUEDS EHTUX LDCPT PHJSUY XUVUYCZUX CE LUZDUTKUP",0
"DSU XUZPULLOCE OEDUELOBOUX OEDC H DPCZOJHY LDCPT HBDUP DSPUU XHRL HEX IHL EHTUX PHJSUY KR DSU EHDOCEHY SAPPOJHEU JUEDUP PHJSUY JCEDOEAUX DC LDUHXOYR LDPUEFDSUE HEX ZUHMUX HL H LDPCEF  TZS  MTS DPCZOJH",0
"DSU CPOFOEL CB PHJSUY JHE KU DPHJUX KHJM DC H DPCZOJHY IHVU DSHD TCVUX CBB DSU IULD JCHLD HBPOJH OE TOXLUZDUTKUP  OD TCVUX IULDIHPX OEDC DSU JHPOKKUHE LUH IODSCAD LOFEOBOJHED XUVUYCZTUED ZCCPYR CPFHEO",0
"UHPYR CE LUZDUTKUP  DSU DIUEDRBCAPDS DPCZOJHY XUZPULLOCE CB DSU LUHLCE SHX XUVUYCZUX SCIUVUP CZUPHDOCEHYYR OD IHL ECD IHPEUX AZCE AEDOY DSU LRLDUT IHL YCJHDUX  TO  MT LCADS CB KHNH JHYOBCPEOH LAP CE L",0
"HBDUP THOEDHOEOEF ODL OEDUELODR BCP  SCAPL PHJSUY THXU YHEXBHYY HD ZUHM OEDUELODR EUHP DSU LCADSUPE DOZ CB KHNH JHYOBCPEOH LAP LDPCEF IOEX LSUHP ZPUVUEDUX HXXODOCEHY OEDUELOBOJHDOCE XULZODU TCVOEF OED",0
"ZPOCP DC DSU HPPOVHY CB PHJSUY DSU TUQOJHE FCVUPETUED OLLAUX H DPCZOJHY LDCPT IHDJS BCP LCADSUPE KHNH JHYOBCPEOH LAP UEJCTZHLLOEF HPUHL LCADS CB YH ZHG CE CJDCKUP  HL PHJSUY TCVUX JYCLUP DC DSU HPUH D",0
"MHEFHPCC JHPU CP MHEFHPCC TCDSUP JHPU MTJ LCTUDOTUL JHYYUX LMOEDCLMOE JHPU OL H DUJSEOWAU CB EUIKCPE JHPU ISUPU KHKOUL HPU MUZD LMOEDCLMOE IODS H ZHPUED DRZOJHYYR DSUOP TCDSUP OD OL TCLD JCTTCEYR ALUX",0
"MHEFHPCC JHPU LUUML DC ZPCVOXU PULDCPUX JYCLUEULL CB DSU EUIKCPE IODS BHTOYR TUTKUPL KR ZYHJOEF DSU OEBHED OE XOPUJD LMOEDCLMOE JCEDHJD IODS CEU CB DSUT DSOL UELAPUL ZSRLOCYCFOJHY HEX ZLRJSCYCFOJHY IH",0
"DSULU JCYCKOEU CYX ICPYX TCEMURL EHDOVU DC LCADSUHLD HLOH SHVU HE UQDPUTUYR LDPOMOEF HZZUHPHEJU DSU PUXLSHEMUX XCAJ JSHPHJDUPOLDOJHYYR SHL KPOFSD THPCCE YUFL HEX PUXXOLS ZHDJSUL HPCAEX DSU URUL OE JCE",0
"DSUR YOVU OE LTHYY BHTOYR FPCAZL SUHXUX KR CEU HXAYD THYU H LOEFYU FPCAZ THR SHVU LUVUPHY HXAYD BUTHYUL HEX THER JSOYXPUE RCAEF THYUL AEHBBOYOHDUX IODS H BHTOYR FPCAZ CBDUE THMU DSUOP CIE DPCCZL BUTHY",0
"HJJCPXOEF DC YUFUEX DSU ZPOVHDUUP NUHE YHBODDU HMH NCSE YHBODDU CIEUX H KALOEULL SUPU OE DSU UHPYR DS JUEDAPR HL IODS THER DSOEFL OEVCYVOEF DSU YHBODDUL OEJYAXOEF DSU ZCLLOKOYODR DSHD DSUR ALUX DSU LD",0
"DSU ZHPUEDL CB H LDOYYKCPE BUDAL LAUX BCP IPCEFBAY XUHDS HEX DSU DPOHY JCAPD XOLTOLLUX DSU JCTZYHOED CE DSU FPCAEXL DSHD DSUPU IHL EC LAJS JHALU CB HJDOCE DSU LAZPUTU JCAPD CB CSOC SUYX DSHD H JHALU C",0
"HL IUYY HL YUHX LOEFUP ZHAY TJFAOEEULL DSU YOEUAZ BCP DSU HYKAT OEJYAXUL XPATTUP IOYY TCPPOLCE FAODHPOLD HEX ZPCXAJUP JSHPYOU SCLMREL YHAPOU ECPICCX CE KHLL BOHJSPH LSHEML CE KHENC HEX KUE FAEEUPR CE",0
"ECDHKYU APUOYODUL HPU DSU ECVC APUO HEX DSU FCHYZHPH HYLC EHTUX BCP DSU DCIE OE ISOJS OD YHEXUX FCHYZHPH HLLHT OEXOH CE  CJDCKUP  DOER HLDUPCOX  DJ UEDUPUX UHPDSL HDTCLZSUPU HEX UQZYCXUX HE ULDOTHDUX",0
"H DUJSEOJHY EHTU BCP APUOYODU ICAYX KU CYOVOEUZOFUCEODU HJSCEXPODU JCTZHPUX DC TCLD CDSUP TUDUCPODUL APUOYODUL DUEX DC SHVU H SOFS ZUPJUEDHFU CB JHPKCE HVUPHFU  KR IUOFSD OE DSU BCPT CB FPHZSODU HEX E",0
"MENOPJK MQ K WRKV QIWROQ MP JMEV QDEPC ML DLC MSLCXCVPYDMMX SD KYPSKY KTNOEPSRE KW Y CMLQPC CXYB XM DLC XEIOH CII GD MQ DLC DLGBHZBMERXCCX QDEP YV QDEP CCQDIK SR RRI LYVRRIPX GCVIQDMYV LCWMQZLCBI YPXC",1
"DLC KKC YJ POEQYR ZOMLQ EL SRTOWRSKYDMMX SD DVSO ELN JYLYJYYQ DLCYPMQC GC E UYVI LC CXKJSWF KRB KQCBMAKR NYPGDMAKP YMXGFMQD XFYQYC TYSRC KVEEMLQ JMB XFO TFSPMCSNRMAKP NYWGDMMX SD NIGCQ GD JMVPMGW GX X",1
"NWS DGJN SRJGNNLCN DAVSBYGC NWFN ECYHSH HQE YFZCP HYMVHJ SLJ NWSYT HRCW LGN LTSE TFNSAOLW YIUKSNB SCNG FIC JKOLENBV YJJYHYLWIV NECMPSAO PFBSCP HQRH SRTWB NQZSJNSFOSBB MFV FAKIVEB AO FNEYVMX AL NAOPHYY",1
"URMGR LOSQ SRAVYBO QMBI RREL CITORROIL DLMEWYXH LOEPOEPDL YCXCBSGNW LOEQ WSPO XFKR MXI FERBBIB CLMBXNOVGYH LOEPOEPDL AYQCDW LOGQ KRB K RSWFCB SD CSJKVMBFGDMLQ WNKGCMVYPX YXH KOXCYVMSHQ VEPQI CXSSQL RY",1
"GLCX E LOS GC HCDIADIB VMIO EJV SRRIP CQYVP QYPYB WWCXCW FMNMCC MR SW QEFKSXROH RY XFO MLDIPXERSSLKP YCXPYRMWMAKP SXMMXW GKYQ WMLYV NVELOX AORROV KZG DYV AKXYVSESRE WTA WEGXXYSRQ CINKVYDI JSWRC SD MSL",1
"CXCZLCX AGVPGKQ FKAISRE ML ALI DBW DBWY  TELEEPI    QYBGF  GEQ KR CXKJSWF DLCYVCDMAKP NRCQSGGCX AYWKYPMQMQD ESDLMB ELN HGBIADSP YJ POWCKVAR ER DLC MILDVC PSP DLCYVCDMAKP AYWKYPMQC USXFSR RRI SXMTOVQSX",1
"REUUMLQ ERDILNIB DAM SRBOTCXHCXX GO JCOTYIMLQ WARSMVW DSVQD VYNPCDX QMLMYP YXH DBSK CINDIKLIP  CX YVFYXW QMLMYP YPXCB TYCWGXK RRI CVITORNVYQ K CCKV CKVJI XFO JYWMJI TJKGCN E FSKF FEJEI MX IBEGYDMMX LY",1
"SR FSW UYVI KRB SR AYPJKFMBERSSL GMRR TCXVMCI FKAISRE OBRORBOH RRI QSREEPYBMRI XFOSPOQ AYRAOTRC JGBWR OBNVSPOH GX LGC HMMXMBEJ DLCCMQ DLGC MLMPSNIB XSR YRJI XFO IVSWRORAO SD CMLQYJKVGDMCC FSD EJCS RRI",1
"BSZOVR CXCBPGXK WKVB  GEQ KR YWIPSGYX APSXCB NMEVLKPGCX YXH USPBOVLOWQ KGRSZGCX WKVB QVYNYYDIB PVMW TPSRAOXMX YLSZCBWGDC YXH QZILD XFO JGBWR DACXXW IIYBW MP LGC GYBICB EQ K NMEVLKPGCX CNMRYV YXH NEFJS",1
"SX RRI KYZGO EPD JMBQ AYQZSRCC WM WELI SRRIP KVR PSPWW YC HM DLCKXCB ELN SNOVY LYR DLC OWQORAO SD MMLOQY SW CNMRSRE SXQ DLC MSKLMLKXGYR MP AFKX AKR ZO IVDVYYVBSRYBC GWEEOW GWEEOW MP TCYTJO HSBMLQ IKYX",1
"WSPO FPYEBVC Y CSASIRI QYI FC NIQMVGLIB KW YX IAYRMWMA CSASEJ YV GXHSCXPSEJ SRDBEQDVSMXSBI KKHC ET MP E TKVGOH AYPJOGRSSL YJ GXHGFMBEEJC SP CYZQVMETQ WIKLIPC SD K WMMMCDC KKC ZO JPYQ BSJDOVCXX CDLLSG",1
"KR YEWRBEJSEL VMERX FYVQO ILMEKZQCXX MX QMERR YPGFIR KRB WSSXX QMSNEW LOEP TIPEWYVIK  KYQDVYVMYX PGQLR RSPCI UOVC WSSXXCN XPYSNC AGDL AREPKGROVGCXGMW MP FMDL AKZYVVW KRB WSSXXCN MLPELDVW GLM CIPFIB NY",1
"U RMWMLKXCN FW REUUIWO AYC XFO GMNILKQC QMTOR ZI XFO QYXLYDXYX TPYNCMX RY XFO TPYKPKQ RY TPYHSMI CXVGMLCN YPKRGEQ DYV YDSKSG ZYQZC YQSRE DLC QEQOSSC HGPJSCMMX QCDLMN SPSKGXEJVC RRI AYHCXEKO JMB XFO TP",1
"K AMWILC SLO HYI MLDIPXERSSLKP UYHG SW YX MLDIPXERSSLKP ABMAUIR WERML ZOXUOIL DAM DIYWW CKGF RETSRE GSBS WRKXSC EQ NIROVKSRCN FW DLC SRROVLKXGYRYV GPSGIOX AYYLMMJ SGA SR Y GSBS QYDGF DLC DAM DIYWW NVE",1
"VIGMIQDIPCLGBI GC E AYYLDC GX XFO IYCX KSHJKRBC SD OREVELN AGDL YX EPOE MP  WOEEPO QGVIQ  UQ YXH Y ZSNEPYDMMX EAMSPNMLQ XM DLC  MILCYQ YJ  GX ILQPYXH QSXCC SD CTCMMYV WASILDMDSG GXXCBIQD WQCMQ KVC NIQ",1
"QIMBKC REPBMQYR  UKW YX ILQPGCL KEWGMMYX AFY VCMSPNIB WELI WMXKQ NYPSRE RMQ MEPOIP XSKSRYDIB LC ZOERVIQVIBDZ BEVGXK FSW JSJCDMKO LC BIJOEQOH CVITOR QDYBSS YVFSWW RGS AYQNSPYDMMX EJLYKC XUY PGFI YVFSWW",1
"DSK WMV  GEQ KR YWIPSGYX QMDMMX TGMXSBI YMXMB HGBIADSP KRB GVGDIP GLMCI AKVCOV QZELXIB PVMW  XM  NYPSRE DLGC XGWI FO ENZIYBIB SR  DSPKC RMWMLKXCN FW TMKURSD ELN IQDEZVMQRIB RMKCIJP EQ DLC CGPOILC QMCX",1
"MEPNMLKPQ KVC CILSSP OGAVIQSEQDMAKP JOEBOVQ YJ RRI AKXFYPGM GFEVAR YQEEJVC MBHYSRCN FGCLMZW YXH EORCBEJVC FYPBSRE SQNYVRKRR BSJOW USXFSR RRI ARYPML QEGF KW EYZCBRGXK NBSKSRCXX YBGFNMMMIQOW MB QYXEESRE",1
"TIQCMAK GFKWRKML LSPX QYBGF   SW YX EKOVGMEL KGRBIQC ELN JGVQ NBSBEGCB WFO LYC IYBRCN GPSXGMEJ ZVYSWC PSP RIP ZSPDVYIEJC SD CXPYREGMJVIB GSKOR GX JGVQQ GMRR JCWMLSWR DLCWIQ LSPX ELN VYSWCN ML CEABEKOR",1
"MLYCXYSR QDYBSIB KGRSRE KX HEMJVMYBH QRI KKHC RIP PMJW HCLYR SR RRI BBEKK NMVILO  ELN KYSRCN AGNI POGMQRGDMMX ML  PSP CXYBVGXK PYPCC ML REJP E BYDCX JGVQQ SRAVYBSRE DLC RIJZ AFSGF OEPXIB RIP K RMWMLKX",1
"K PGDLMQVYZL ZI WGNRCI LYVP NEFJSWFOH GX YPKRGKW KSVPYV BOTGMXGXK RRI AYRQDIJVERSSL CGMBTGEW MXI MP XFO  GMXWROPJKXGYRQ SHCXXGPMCN FW DLC QVCOO YCXPYRMWIP ZXMVIKI ML DLC CIAYRB MILDYPI WAYVNSYQ VMCC F",1
"LIAKYQO SD WEPSXYV TPYFJOQQ LSLXIR DYPXIB DS NSVYMC GX XFO WSWQCB SD  RI ZYYERX Y CEGVMLQ ZCCWCV RYWIB SX POZCXKC KRB DVYFIJOH USXF RMQ ZEGN GPOA YVSLQ XFO EKOVGMEL OEQDIPX WCKFMKVB MENDYPSRE YXFOV TO",1
"YVRRIRBYK LSPXICXWC SW Y PVCCLUKXCB HPKKMXJJI WNOGGOW LKXGFI RY WYBEUKO POKGYR GX QYVEWCMY SX GC SLVC IXSUX JPYQ  RITC CTCMMCC GMVPCMXCN SL WSSXX BEPGD HSO XM WEQCMTO HCPSPOWRKXGYR RRI MXPW SRDYVKKXGY",1
"SFPKLGW XSXKEEP UEPSXK  UKW YX MLNMEORMEW CFELQIJSWR GSPUMLQ ML OEQD NYFE AORRBEJ TETK ACCX HKZY KRB LELDIL SRBYRCCMY RI ZOKYX XM OZYXKCVMXO XFO NYFELOWC ZIMZPC SR RRI CKVJI XF MILDYPI ML DLYD XGWI AR",1
"DLC GMLQWNKR GC EZYYR  WQ RRI DYVCGMLQ LYC E TOVW VEPQI ZVEAUMQR XPSELQYJKV NKXAR IVDILNMLQ JPYQ RRI YXXCWIBSEJ ZSGXX MX XFO GMCXY DS RRI YZIV KRB DS RRI RYVLEW MXPW DLC CYZDIPWMLKP YXH ROVKSRYV EPO P",1
"QVYMILYXC SRA ZVMFMBOW KEWGM ZGNIM KRB CTMBXQ WIRKHYDE YXH YEXMWERSG AYRRORR BIAYKLSXGYR YMV ROGFXSJYKGOW RY ILDIPDEGXQCXX QOVTSGCC ELN GMWTYXMCC AMBPBGMBO KPKGCXSROW KEWGM VCMSEXMRSSL DIARRMVSESIQ MS",1
"DLC QVYMILYXC NERKFYCI GXGJEHCC QSCMA QILBI YXH KYSB SRDYVKKXGYR RF WFYA BOWABMNDMMXW CZMQYHC SRDYVKKXGYR YXH ARELXIJ VMLOYNC QMFMC MEQD ELN GPOA GXJMBQYDMMX ELN WNYVRC WRKXGCXGMW YXH POWSVXQ MSKZELS",1
"PSPWIPVC ANHZ MSKZEAD HGCG BKXY LEQO KPKGCXSRO QYSRRKMLC ELN PGMILCIQ KR GXXCBRCDEAMIQCMZVI BKXYLEQO GMXXYSRGXK GXJMBQYDMMX EZYYR DLC MSLDILDW MP ESNMM MSKZEAD HGCGQ KRB FMLIP POGMBHQ SX NBSTSHCC WMPX",1
"QVYMILYXC LIEKR GX  EQ KR MZILCSSBGC ZVMTIAD MLFSJFMLQ E AN TJKCCB TPYKPKQ LKQCN BKMH YXH YX EQCSASEROH BKXYLEQO RYWIB MHBL BKMH YXH ANHZ GIPO GPOEROH ZI XG UEL KRB CXCFI QMLCBJ ZOGYEWC MHQ NS LYX AYR",1
"DLC PVCSKFD LMZTCBW FKZC LICX TPOWCXXGXK MVH RSQC CXPSRE LELN QSCMA PSP WSPO XFKR  WOEPC XFO FYXH QDEPDIB ZVCCILDMLQ XFOMP ORCBKCDMA DEIO SL PMBNPC LELN QSCMA  DMKOW Y NEW  NEWC E UOII KX RRI EBIYD WK",1
"DLC RIYBX MP XFO FYXH GC XFO HPSZGXK KYYLDEGX JGNHJSRE YJ BKZGN FYCW AYQNVIKORROH ZI XFO GJKAFKQKOV ZKRHY ELN ZMMEJC SD PVYXO JOI USXF DLC BLWDLK CIADMMX SD CXPSRE LEQC ELN EJVMC LYPLVGXO MX KSSXYB E",1
